# from: https://chisel.weirdgloop.org/
id,name,configName,exchangeable,members,stackable,values,examine,weight,actInv,actWorld,params,notedId,placeholderId,model,category
1653,null,invis_ring5,FALSE,FALSE,0,1,,0,Drop,Take,,-1,-1,34440,0
1654,Gold necklace,gold_necklace,TRUE,FALSE,0,450,I wonder if this is valuable.,7,"Wear, Drop",Take,,1655,16328,2506,0
1655,null,cert_gold_necklace,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1654,-1,0,0
1656,Sapphire necklace,sapphire_necklace,TRUE,FALSE,0,1050,I wonder if this is valuable.,10,"Wear, Drop",Take,,1657,16329,2506,0
1657,null,cert_sapphire_necklace,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1656,-1,0,0
1658,Emerald necklace,emerald_necklace,TRUE,FALSE,0,1425,I wonder if this is valuable.,10,"Wear, Drop",Take,,1659,16330,2506,0
1659,null,cert_emerald_necklace,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1658,-1,0,0
1660,Ruby necklace,ruby_necklace,TRUE,FALSE,0,2175,I wonder if this is valuable.,10,"Wear, Drop",Take,,1661,16331,2506,0
1661,null,cert_ruby_necklace,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1660,-1,0,0
1662,Diamond necklace,diamond_necklace,TRUE,FALSE,0,3675,I wonder if this is valuable.,10,"Wear, Drop",Take,,1663,16332,2506,0
1663,null,cert_diamond_necklace,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1662,-1,0,0
1664,Dragon necklace,dragonstone_necklace,TRUE,TRUE,0,18375,I wonder if this is valuable.,10,"Wear, Drop",Take,,1665,16333,2506,0
1665,null,cert_dragonstone_necklace,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1664,-1,0,0
1666,null,black_necklace,FALSE,FALSE,0,1,,0,Drop,Take,,-1,-1,2506,0
1667,null,cert_black_necklace,FALSE,FALSE,0,1,,0,Drop,Take,,-1,-1,17402,0
1668,null,invis_necklace1,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
1669,null,invis_necklace2,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
1670,null,invis_necklace3,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
1671,null,invis_necklace4,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
1672,null,invis_necklace5,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
1673,Gold amulet (u),unstrung_gold_amulet,TRUE,FALSE,0,350,It needs a string so I can wear it.,4,Drop,Take,,1674,16334,2550,0
1674,null,cert_unstrung_gold_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1673,-1,0,0
1675,Sapphire amulet (u),unstrung_sapphire_amulet,TRUE,FALSE,0,900,It needs a string so I can wear it.,4,Drop,Take,,1676,16335,2550,0
1676,null,cert_unstrung_sapphire_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1675,-1,0,0
1677,Emerald amulet (u),unstrung_emerald_amulet,TRUE,FALSE,0,1275,It needs a string so I can wear it.,4,Drop,Take,,1678,16336,2550,0
1678,null,cert_unstrung_emerald_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1677,-1,0,0
1679,Ruby amulet (u),unstrung_ruby_amulet,TRUE,FALSE,0,2025,It needs a string so I can wear it.,4,Drop,Take,,1680,16337,2550,0
1680,null,cert_unstrung_ruby_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1679,-1,0,0
1681,Diamond amulet (u),unstrung_diamond_amulet,TRUE,FALSE,0,3525,It needs a string so I can wear it.,4,Drop,Take,,1682,16338,2550,0
1682,null,cert_unstrung_diamond_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1681,-1,0,0
1683,Dragonstone amulet (u),unstrung_dragonstone_amulet,TRUE,TRUE,0,17625,It needs a string so I can wear it.,4,Drop,Take,,1684,16339,2550,0
1684,null,cert_unstrung_dragonstone_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1683,-1,0,0
1685,null,black_amulet,FALSE,FALSE,0,1,,0,Drop,Take,,-1,-1,2550,0
1686,Karamja gloves,cert_black_amulet,FALSE,FALSE,0,0,A pair of gloves from Karamja.,9071,Drop,Take,1,-1,-1,24569,15
1687,null,invis_amulet1,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
1688,null,invis_amulet2,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16869,0
1689,null,invis_amulet3,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16870,0
1690,null,invis_amulet4,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16871,0
1691,null,invis_amulet5,FALSE,FALSE,1,1,,0,Drop,Take,,-1,-1,16868,0
1692,Gold amulet,strung_gold_amulet,TRUE,FALSE,0,350,A plain gold amulet.,7,"Wear, Drop",Take,,1693,16340,2796,0
1693,null,cert_strung_gold_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1692,-1,0,0
1694,Sapphire amulet,strung_sapphire_amulet,TRUE,FALSE,0,900,I wonder if I can get this enchanted.,7,"Wear, Drop",Take,,1695,16341,2796,621
1695,null,cert_strung_sapphire_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1694,-1,0,0
1696,Emerald amulet,strung_emerald_amulet,TRUE,FALSE,0,1275,I wonder if I can get this enchanted.,7,"Wear, Drop",Take,,1697,16342,2796,0
1697,null,cert_strung_emerald_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1696,-1,0,0
1698,Ruby amulet,strung_ruby_amulet,TRUE,FALSE,0,2025,I wonder if I can get this enchanted.,7,"Wear, Drop",Take,,1699,16343,2796,0
1699,null,cert_strung_ruby_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1698,-1,0,0
1700,Diamond amulet,strung_diamond_amulet,TRUE,FALSE,0,3525,I wonder if I can get this enchanted.,7,"Wear, Drop",Take,,1701,16344,2796,0
1701,null,cert_strung_diamond_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1700,-1,0,0
1702,Dragonstone amulet,strung_dragonstone_amulet,TRUE,TRUE,0,17625,I wonder if I can get this enchanted.,7,"Wear, Drop",Take,,1703,16345,2796,0
1703,null,cert_strung_dragonstone_amulet,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1702,-1,0,0
1704,Amulet of glory,amulet_of_glory,TRUE,TRUE,0,17625,A very powerful dragonstone amulet.,10,"Wear, Rub, Drop",Take,"10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 6, 3, 6, Rub",1705,16346,2796,0
1705,null,cert_amulet_of_glory,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1704,-1,0,0
1706,Amulet of glory(1),amulet_of_glory_1,FALSE,TRUE,0,17625,A dragonstone amulet with 1 magic charge.,10,"Wear, Rub, Drop",Take,"10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 6, 3, 6, Edgeville, Karamja, Draynor Village, Al Kharid",1707,21453,2796,557
1707,null,cert_amulet_of_glory_1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1706,-1,0,0
1708,Amulet of glory(2),amulet_of_glory_2,FALSE,TRUE,0,17625,A dragonstone amulet with 2 magic charges.,10,"Wear, Rub, Drop",Take,"10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 6, 3, 6, Edgeville, Karamja, Draynor Village, Al Kharid",1709,-1,2796,557
1709,null,cert_amulet_of_glory_2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1708,-1,0,0
1710,Amulet of glory(3),amulet_of_glory_3,FALSE,TRUE,0,17625,A dragonstone amulet with 3 magic charges.,10,"Wear, Rub, Drop",Take,"10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 6, 3, 6, Edgeville, Karamja, Draynor Village, Al Kharid",1711,-1,2796,557
1711,null,cert_amulet_of_glory_3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1710,-1,0,0
1712,Amulet of glory(4),amulet_of_glory_4,TRUE,TRUE,0,17625,A dragonstone amulet with 4 magic charges.,10,"Wear, Rub, Drop",Take,"10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 6, 3, 6, Edgeville, Karamja, Draynor Village, Al Kharid",1713,-1,2796,557
1713,null,cert_amulet_of_glory_4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1712,-1,0,0
1714,Unstrung symbol,nostringstar,TRUE,FALSE,0,200,It needs a string so I can wear it.,4,Drop,Take,"12, 16",1715,16347,2480,0
1715,null,cert_nostringstar,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1714,-1,0,0
1716,Unblessed symbol,stringstar,TRUE,FALSE,0,200,A symbol of Saradomin.,7,"Wear, Drop",Take,,1717,16348,2462,0
1717,null,cert_stringstar,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1716,-1,0,0
1718,Holy symbol,blessedstar,TRUE,FALSE,0,300,A blessed holy symbol of Saradomin.,7,"Wear, Drop",Take,"0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 8, 1",1719,16349,2462,0
1719,null,cert_blessedstar,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1718,-1,0,0
1720,Unstrung emblem,nostringsnake,TRUE,TRUE,0,200,It needs a string so I can wear it.,4,Drop,Take,"12, 17",1721,16350,2490,0
1721,null,cert_nostringsnake,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1720,-1,0,0
1722,Unpowered symbol,stringsnake,TRUE,TRUE,0,200,An unblessed symbol of Zamorak.,7,"Wear, Drop",Take,,1723,16351,2670,0
1723,null,cert_stringsnake,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1722,-1,0,0
1724,Unholy symbol,blessedsnake,TRUE,TRUE,0,200,An unholy symbol of Zamorak.,7,"Wear, Drop",Take,"2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 8, 1",3852,16352,2670,0
1725,Amulet of strength,amulet_of_strength,TRUE,FALSE,0,2025,An enchanted ruby amulet.,10,"Wear, Drop",Take,"10, 2",1726,16353,2796,0
1726,null,cert_amulet_of_strength,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1725,-1,0,0
1727,Amulet of magic,amulet_of_magic,TRUE,FALSE,0,900,An enchanted sapphire amulet of magic.,10,"Wear, Drop",Take,10,1728,16354,2796,0
1728,null,cert_amulet_of_magic,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1727,-1,0,0
1729,Amulet of defence,amulet_of_defence,TRUE,FALSE,0,1275,An enchanted emerald amulet of protection.,10,"Wear, Drop",Take,"7, 7, 7, 7, 7",1730,16355,2796,0
1730,null,cert_amulet_of_defence,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1729,-1,0,0
1731,Amulet of power,amulet_of_power,TRUE,FALSE,0,3525,An enchanted diamond amulet of power.,10,"Wear, Drop",Take,"6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 2",1732,16356,2796,0
1732,null,cert_amulet_of_power,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1731,-1,0,0
1733,Needle,needle,TRUE,FALSE,1,1,Used with a thread to make clothes.,0,Drop,Take,,-1,16270,2770,0
1734,Thread,thread,TRUE,FALSE,1,1,Used with a needle to make clothes.,0,Drop,Take,,-1,16271,2831,0
1735,Shears,shears,TRUE,FALSE,0,1,For shearing sheep.,113,Drop,Take,,1736,16272,2620,0
1736,null,cert_shears,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1735,-1,0,0
1737,Wool,wool,TRUE,FALSE,0,1,Nice and fluffy.,3,Drop,Take,,1738,16273,2779,0
1738,null,cert_wool,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1737,-1,0,0
1739,Cowhide,cow_hide,TRUE,FALSE,0,2,I should take this to the tannery.,2721,Drop,Take,,1740,16274,2338,0
1740,null,cert_cow_hide,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1739,-1,0,0
1741,Leather,leather,TRUE,FALSE,0,1,It's a piece of leather.,2267,Drop,Take,"2, 9075, 2, 561, 1, 554, 5, 14286970, 583, 633, 1977, 2027, Tan Leather, Tans up to 5 hides, 1, 78, 1, 15",1742,16275,2338,0
1742,null,cert_leather,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1741,-1,0,0
1743,Hard leather,hard_leather,TRUE,FALSE,0,1,It's a piece of hard leather.,3175,Drop,Take,,1744,16276,2338,0
1744,null,cert_hard_leather,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1743,-1,0,0
1745,Green dragon leather,dragon_leather,TRUE,TRUE,0,50,It's a piece of prepared green dragonhide.,3175,Drop,Take,,1746,16277,2338,0
1746,null,cert_dragon_leather,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1745,-1,0,0
1747,Black dragonhide,dragonhide_black,TRUE,TRUE,0,150,The scaly rough hide from a Black Dragon.,3175,Drop,Take,,1748,16281,2356,0
1748,null,cert_dragonhide_black,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1747,-1,0,0
1749,Red dragonhide,dragonhide_red,TRUE,TRUE,0,145,The scaly rough hide from a Red Dragon.,3175,Drop,Take,,1750,16282,2356,0
1750,null,cert_dragonhide_red,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1749,-1,0,0
1751,Blue dragonhide,dragonhide_blue,TRUE,TRUE,0,140,The scaly rough hide from a Blue Dragon.,3175,Drop,Take,,1752,16283,2356,0
1752,null,cert_dragonhide_blue,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1751,-1,0,0
1753,Green dragonhide,dragonhide_green,TRUE,TRUE,0,135,The scaly rough hide from a Green Dragon.,3175,Drop,Take,,1754,16284,2356,0
1754,null,cert_dragonhide_green,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1753,-1,0,0
1755,Chisel,chisel,TRUE,FALSE,0,1,Good for detailed crafting.,453,Drop,Take,,1756,16285,2489,0
1756,null,cert_chisel,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1755,-1,0,0
1757,Brown apron,brown_apron,TRUE,FALSE,0,2,A mostly clean apron.,453,"Wear, Drop",Take,,1758,16286,2592,0
1758,null,cert_brown_apron,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1757,-1,0,0
1759,Ball of wool,ball_of_wool,TRUE,FALSE,0,2,Spun from wool.,12,Drop,Take,,1760,16287,2795,0
1760,null,cert_ball_of_wool,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1759,-1,0,0
1761,Soft clay,softclay,TRUE,FALSE,0,2,Clay soft enough to mould.,907,Drop,Take,,1762,16288,2610,0
1762,null,cert_softclay,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1761,-1,0,0
1763,Red dye,reddye,TRUE,FALSE,0,5,A little bottle of red dye.,20,Drop,Take,,1764,16289,2705,82
1764,null,cert_reddye,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1763,-1,0,0
1765,Yellow dye,yellowdye,TRUE,FALSE,0,5,A little bottle of yellow dye.,20,Drop,Take,,1766,16290,2705,82
1766,null,cert_yellowdye,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1765,-1,0,0
1767,Blue dye,bluedye,TRUE,FALSE,0,5,A little bottle of blue dye.,20,Drop,Take,,1768,16291,2705,82
1768,null,cert_bluedye,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1767,-1,0,0
1769,Orange dye,orangedye,TRUE,FALSE,0,5,A little bottle of orange dye.,20,Drop,Take,,1770,16292,2705,82
1770,null,cert_orangedye,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1769,-1,0,0
1771,Green dye,greendye,TRUE,FALSE,0,5,A little bottle of green dye.,20,Drop,Take,,1772,16293,2705,82
1772,null,cert_greendye,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1771,-1,0,0
1773,Purple dye,purpledye,TRUE,FALSE,0,5,A little bottle of purple dye.,20,Drop,Take,,1774,16294,2705,82
1774,null,cert_purpledye,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1773,-1,0,0
1775,Molten glass,molten_glass,TRUE,TRUE,0,3,Hot glass ready to be blown into useful objects.,907,Drop,Take,,1776,16295,27052,0
1776,null,cert_molten_glass,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1775,-1,0,0
1777,Bow string,bow_string,TRUE,TRUE,0,10,I need a bow stave to attach this to.,14,Drop,Take,,1778,16296,2552,0
1778,null,cert_bow_string,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1777,-1,0,0
1779,Flax,flax,TRUE,TRUE,0,5,I should use this with a spinning wheel.,453,Drop,Take,,1780,16297,2690,0
1780,null,cert_flax,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1779,-1,0,0
1781,Soda ash,soda_ash,TRUE,TRUE,0,2,One of the ingredients for making glass.,56,Drop,Take,,1782,16298,2742,0
1782,null,cert_soda_ash,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1781,-1,0,0
1783,Bucket of sand,bucket_sand,TRUE,TRUE,0,2,One of the ingredients for making glass.,2500,"Empty, Drop",Take,,1784,16299,2504,0
1784,null,cert_bucket_sand,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1783,-1,0,0
1785,Glassblowing pipe,glassblowingpipe,TRUE,TRUE,0,2,Used to form molten glass into useful items.,56,Drop,Take,,1786,16300,2570,0
1786,null,cert_glassblowingpipe,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1785,-1,0,0
1787,Unfired pot,pot_unfired,TRUE,FALSE,0,1,I need to put this in a pottery oven.,680,Drop,Take,,1788,16301,2345,0
1788,null,cert_pot_unfired,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1787,-1,0,0
1789,Unfired pie dish,piedish_unfired,TRUE,FALSE,0,3,I need to put this in a pottery oven.,680,Drop,Take,,1790,16302,2567,0
1790,null,cert_piedish_unfired,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1789,-1,0,0
1791,Unfired bowl,bowl_unfired,TRUE,FALSE,0,2,I need to put this in a pottery oven.,680,Drop,Take,,1792,16303,2807,0
1792,null,cert_bowl_unfired,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1791,-1,0,0
1793,Woad leaf,woadleaf,TRUE,FALSE,1,1,A slightly bluish leaf.,0,Drop,Take,,-1,16304,7352,0
1794,Bronze wire,bronzecraftwire,TRUE,TRUE,0,20,Useful for Crafting items.,5,Drop,Take,,1795,16305,2715,0
1795,null,cert_bronzecraftwire,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1794,-1,0,0
1796,Silver necklace,murdernecklace,FALSE,TRUE,0,1,Anna's shiny silver coated necklace.,10,"Wear, Drop",Take,,-1,17010,2506,0
1797,Silver necklace,murdernecklacedust,FALSE,TRUE,0,1,Anna's shiny silver coated necklace coated with a thin layer of flour.,10,"Wear, Drop",Take,,-1,17011,2506,0
1798,Silver cup,murdercup,FALSE,TRUE,0,1,Bob's shiny silver coated tea cup.,70,Drop,Take,,-1,17012,2347,0
1799,Silver cup,murdercupdust,FALSE,TRUE,0,1,Bob's shiny silver coated tea cup coated with a thin layer of flour.,70,Drop,Take,,-1,17013,2347,0
1800,Silver bottle,murderbottle,FALSE,TRUE,0,1,Carol's shiny silver coated bottle.,90,Drop,Take,,-1,17014,2836,0
1801,Silver bottle,murderbottledust,FALSE,TRUE,0,1,Carol's shiny silver coated bottle coated with a thin layer of flour.,90,Drop,Take,,-1,17015,2836,0
1802,Silver book,murderbook,FALSE,TRUE,0,1,David's shiny silver coated book.,226,Drop,Take,,-1,17016,2794,0
1803,Silver book,murderbookdust,FALSE,TRUE,0,1,David's shiny silver coated book coated with a thin layer of flour.,226,Drop,Take,,-1,17017,2794,0
1804,Silver needle,murderneedle,FALSE,TRUE,0,1,Elizabeth's shiny silver coated needle.,1,Drop,Take,,-1,17018,2770,0
1805,Silver needle,murderneedledust,FALSE,TRUE,0,1,Elizabeth's shiny silver coated needle coated with a thin layer of flour.,1,Drop,Take,,-1,17019,2770,0
1806,Silver pot,murderpot,FALSE,TRUE,0,1,Frank's shiny silver coated pot.,907,Drop,Take,,-1,17020,2345,0
1807,Silver pot,murderpotdust,FALSE,TRUE,0,1,Frank's shiny silver coated pot coated with a thin layer of flour.,907,Drop,Take,,-1,17021,2345,0
1808,Criminal's thread,murderthreadr,FALSE,TRUE,0,1,Some red thread found at the murder scene.,2,Drop,Take,,-1,17022,2552,0
1809,Criminal's thread,murderthreadg,FALSE,TRUE,0,1,Some green thread found at the murder scene.,2,Drop,Take,,-1,17023,2552,0
1810,Criminal's thread,murderthreadb,FALSE,TRUE,0,1,Some blue thread found at the murder scene.,2,Drop,Take,,-1,17024,2552,0
1811,Flypaper,murderpaper,FALSE,TRUE,0,1,A piece of fly paper. It's sticky.,10,Drop,Take,,-1,17025,2350,0
1812,Pungent pot,murderpot2,FALSE,TRUE,0,1,"A pot found at the murder scene, with a sickly odour.",907,Drop,Take,,-1,17026,2345,0
1813,Criminal's dagger,murderweapon,FALSE,TRUE,0,1,A flimsy-looking dagger found at the crime scene.,453,Drop,Take,,-1,17027,2672,0
1814,Criminal's dagger,murderweapondust,FALSE,TRUE,0,1,A flimsy-looking dagger found at the crime scene coated with a thin layer of flour.,453,Drop,Take,,-1,17028,2672,0
1815,Killer's print,murderfingerprint,FALSE,TRUE,0,1,The fingerprints of the murderer.,10,Drop,Take,,-1,17029,2416,0
1816,Anna's print,murderfingerprinta,FALSE,TRUE,0,1,An imprint of Anna's fingerprint.,10,Drop,Take,,-1,17030,2416,0
1817,Bob's print,murderfingerprintb,FALSE,TRUE,0,1,An imprint of Bob's fingerprint.,10,Drop,Take,,-1,17031,2416,0
1818,Carol's print,murderfingerprintc,FALSE,TRUE,0,1,An imprint of Carol's fingerprint.,10,Drop,Take,,-1,17032,2416,0
1819,David's print,murderfingerprintd,FALSE,TRUE,0,1,An imprint of David's fingerprint.,10,Drop,Take,,-1,17033,2416,0
1820,Elizabeth's print,murderfingerprinte,FALSE,TRUE,0,1,An imprint of Elizabeth's fingerprint.,10,Drop,Take,,-1,17034,2416,0
1821,Frank's print,murderfingerprintf,FALSE,TRUE,0,1,An imprint of Frank's fingerprint.,10,Drop,Take,,-1,17035,2416,0
1822,Unknown print,murderfingerprint1,FALSE,TRUE,0,1,An unidentified fingerprint taken from the murder weapon.,10,Drop,Take,,-1,17036,2416,0
1823,Waterskin(4),water_skin4,TRUE,TRUE,0,30,A full waterskin with four portions of water.,1100,Drop,Take,,1824,17204,2699,1288
1824,null,cert_water_skin4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1823,-1,0,0
1825,Waterskin(3),water_skin3,FALSE,TRUE,0,27,A nearly full waterskin with three portions of water.,850,Drop,Take,,1826,-1,2699,1288
1826,null,cert_water_skin3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1825,-1,0,0
1827,Waterskin(2),water_skin2,FALSE,TRUE,0,24,A half empty waterskin with two portions of water.,600,Drop,Take,,1828,-1,2699,1288
1828,null,cert_water_skin2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1827,-1,0,0
1829,Waterskin(1),water_skin1,FALSE,TRUE,0,18,A nearly empty waterskin with one portion of water.,350,Drop,Take,,1830,-1,2699,1288
1830,null,cert_water_skin1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1829,-1,0,0
1831,Waterskin(0),water_skin0,TRUE,TRUE,0,15,A completely empty waterskin - you'll need to fill it up.,100,Drop,Take,,1832,-1,2699,0
1832,null,cert_water_skin0,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1831,-1,0,0
1833,Desert shirt,desert_shirt,TRUE,TRUE,0,40,"A cool, light desert shirt.",907,"Wear, Drop",Take,,1834,17205,2786,0
1834,null,cert_desert_shirt,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1833,-1,0,0
1835,Desert robe,desert_robe,TRUE,TRUE,0,40,"A cool, light desert robe.",907,"Wear, Drop",Take,,1836,17206,2521,0
1836,null,cert_desert_robe,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1835,-1,0,0
1837,Desert boots,desert_boots,TRUE,TRUE,0,20,Comfortable desert shoes.,226,"Wear, Drop",Take,,1838,17207,2837,118
1838,null,cert_desert_boots,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,1837,-1,0,0
1839,Metal key,metal_key,FALSE,TRUE,0,1,This key is crudely made. It came from the mining camp Mercenary Captain (Provides access to the Desert Mining Camp).,10,Drop,Take,,-1,17208,2372,0
1840,Cell door key,thcelldoorkey,FALSE,TRUE,0,1,"A metallic key, usually used by prison guards (Unlocks the cell door in the Desert Mining Camp).",10,Drop,Take,,-1,17209,2372,0
1841,Barrel,thminebarrel_empty,FALSE,TRUE,0,1,An empty mining barrel.,9979,Drop,Take,,-1,17210,19266,0
1842,Ana in a barrel,thanainabarrel,FALSE,TRUE,0,1,A mining barrel with Ana in it.,32000,"Look, Drop",Take,1,-1,-1,19286,0
1843,Wrought iron key,thgoodminekey,FALSE,TRUE,0,1,This key unlocks a very sturdy gate of some sort. Ana gave me this key (Access to the Desert Mining Camp's mine).,10,Drop,Take,,-1,17211,2372,0
1844,Slave shirt,slave_shirt,FALSE,TRUE,0,40,"A filthy, smelly, flea infested shirt.",907,"Wear, Drop",Take,,-1,17212,19273,0
1845,Slave robe,slave_robe,FALSE,TRUE,0,40,"A filthy, smelly, flea infested robe.",907,"Wear, Drop",Take,,-1,17213,19272,0
1846,Slave boots,slave_boots,FALSE,TRUE,0,1,"A set of filthy, smelly, flea infested desert slave boots.",680,"Wear, Drop",Take,,-1,17214,2837,118
1847,Scrumpled paper,thkebabinstructs,FALSE,TRUE,0,10,A piece of paper with barely legible writing - looks like a recipe!,10,"Read, Drop",Take,,-1,17215,2746,0
1848,Shantay disclaimer,thshantaydisc,FALSE,TRUE,0,1,Very important information.,10,"Read, Drop",Take,,-1,17216,19270,0
